url,page_type,intent,http_status,robots,canonical,in_sitemap,crawlable,technically_indexable,should_be_indexable,classification,severity,reason
https://www.expatcopilot.com/netherlands/family/healthcare-for-children-netherlands/,guide,INDEXABLE,308→200,"index, follow",https://www.expatcopilot.com/netherlands/family/healthcare-for-children-netherlands/,yes,yes,partial_via_redirect,yes,INDEXABLE_BUT_SITEMAP_URL_3XX,P1,"Intent INDEXABLE and content 200, but sitemap loc HTTP status is 3xx (trailing slash)"
https://www.expatcopilot.com/netherlands/eindhoven/,city_page,INDEXABLE,308→200,,https://www.expatcopilot.com/netherlands/eindhoven/,yes,yes,partial_via_redirect,yes,INDEXABLE_BUT_SITEMAP_URL_3XX,P1,"Intent INDEXABLE and content 200, but sitemap loc HTTP status is 3xx (trailing slash)"
https://www.expatcopilot.com/netherlands/eu-vs-non-eu-moving-to-netherlands/,moving_guide,INDEXABLE,308→200,,https://www.expatcopilot.com/netherlands/eu-vs-non-eu-moving-to-netherlands/,yes,yes,partial_via_redirect,yes,INDEXABLE_BUT_SITEMAP_URL_3XX,P1,"Intent INDEXABLE and content 200, but sitemap loc HTTP status is 3xx (trailing slash)"
https://www.expatcopilot.com/netherlands/family/parenting-netherlands/,guide,INDEXABLE,308→200,"index, follow",https://www.expatcopilot.com/netherlands/family/parenting-netherlands/,yes,yes,partial_via_redirect,yes,INDEXABLE_BUT_SITEMAP_URL_3XX,P1,"Intent INDEXABLE and content 200, but sitemap loc HTTP status is 3xx (trailing slash)"
https://www.expatcopilot.com/netherlands/family/family-activities-netherlands/,guide,INDEXABLE,308→200,,https://www.expatcopilot.com/netherlands/family/family-activities-netherlands/,yes,yes,partial_via_redirect,yes,INDEXABLE_BUT_SITEMAP_URL_3XX,P1,"Intent INDEXABLE and content 200, but sitemap loc HTTP status is 3xx (trailing slash)"
https://www.expatcopilot.com/netherlands/family/tools/,tool_calculator,INDEXABLE,308→200,,https://www.expatcopilot.com/netherlands/family/tools/,yes,yes,partial_via_redirect,yes,INDEXABLE_BUT_SITEMAP_URL_3XX,P1,"Intent INDEXABLE and content 200, but sitemap loc HTTP status is 3xx (trailing slash)"
https://www.expatcopilot.com/netherlands/family/giving-birth-netherlands/,guide,INDEXABLE,308→200,,https://www.expatcopilot.com/netherlands/family/giving-birth-netherlands/,yes,yes,partial_via_redirect,yes,INDEXABLE_BUT_SITEMAP_URL_3XX,P1,"Intent INDEXABLE and content 200, but sitemap loc HTTP status is 3xx (trailing slash)"
https://www.expatcopilot.com/netherlands/family/pets-netherlands/,guide,INDEXABLE,308→200,,https://www.expatcopilot.com/netherlands/family/pets-netherlands/,yes,yes,partial_via_redirect,yes,INDEXABLE_BUT_SITEMAP_URL_3XX,P1,"Intent INDEXABLE and content 200, but sitemap loc HTTP status is 3xx (trailing slash)"
https://www.expatcopilot.com/netherlands/family/pregnancy-netherlands/,guide,INDEXABLE,308→200,,https://www.expatcopilot.com/netherlands/family/pregnancy-netherlands/,yes,yes,partial_via_redirect,yes,INDEXABLE_BUT_SITEMAP_URL_3XX,P1,"Intent INDEXABLE and content 200, but sitemap loc HTTP status is 3xx (trailing slash)"
https://www.expatcopilot.com/netherlands/first-30-days-netherlands/,moving_guide,INDEXABLE,308→200,,https://www.expatcopilot.com/netherlands/first-30-days-netherlands/,yes,yes,partial_via_redirect,yes,INDEXABLE_BUT_SITEMAP_URL_3XX,P1,"Intent INDEXABLE and content 200, but sitemap loc HTTP status is 3xx (trailing slash)"
